Level,Vocabulary,Word class
3,송이,명사
3,쇠고기,명사
3,쇼,명사
3,쇼핑몰,명사
3,쇼핑센터,명사
3,수,명사
3,수다,명사
3,수단,명사
3,수도,명사
3,수도,명사
3,수량,명사
3,수리,명사
3,수면,명사
3,수면제,명사
3,수선,명사
3,수수료,명사
3,수입,명사
3,수입,명사
3,수정,명사
3,수집,명사
3,수출,명사
3,수표,명사
3,수학,명사
3,숙박,명사
3,숙박비,명사
3,숙소,명사
3,순간,명사
3,술잔,명사
3,숨다,동사
3,숲,명사
3,쉬다,동사
3,쉿,감탄사
3,슈퍼,명사
3,스무째,명사
3,스무째,관형사
3,스무째,수사
3,스커트,명사
3,스타일,명사
3,스타킹,명사
3,슬리퍼,명사
3,습기,명사
3,습도,명사
3,습하다,형용사
3,승객,명사
3,승무원,명사
3,승진,명사
3,승차,명사
3,승차권,명사
3,시,명사
3,시각,명사
3,시기,명사
3,시내버스,명사
3,시대,명사
3,시디,명사
3,시설,명사
3,시아버지,명사
3,시외,명사
3,시외버스,명사
3,시장,명사
3,시집,명사
3,시집,명사
3,시험지,명사
3,식기,명사
3,식당가,명사
3,식료품,명사
3,식비,명사
3,식사량,명사
3,식용유,명사
3,식중독,명사
3,식품점,명사
3,식후,명사
3,식히다,동사
3,신경,명사
3,신고,명사
3,신기하다,형용사
3,신나다,동사
3,신문사,명사
3,신문지,명사
3,신부,명사
3,신분,명사
3,신사,명사
3,신용,명사
3,신입,명사
3,신입생,명사
3,신청서,명사
3,신체,명사
3,신혼,명사
3,신혼부부,명사
3,실,명사
3,실내,명사
3,실력,명사
3,실리다,동사
3,실망,명사
3,실제로,부사
3,실종,명사
3,실컷,부사
3,싫증,명사
3,심,접사
3,심각하다,형용사
3,심리,명사
3,싱싱하다,형용사
3,싸다,동사
3,쌍,명사
3,쌍둥이,명사
3,쌓이다,동사
3,썩다,동사
3,쏟다,동사
3,쏟아지다,동사
3,쓰기,명사
3,쓰이다,동사
3,쓰이다,동사
3,쓸다,동사
3,씨,명사
3,씩,접사
3,아가,명사
3,아끼다,동사
3,아냐,감탄사
3,아래층,명사
3,아랫사람,명사
3,아랫집,명사
3,아쉽다,명사
3,아시아,명사
3,아이,감탄사
3,아이고,감탄사
3,아이디어,명사
3,아침밥,명사
3,아침저녁,명사
3,아프리카,명사
3,아픔,명사
3,아홉째,명사
3,아홉째,관형사
3,아홉째,수사
3,악수,명사
3,안과,명사
3,안내서,명사
3,안내원,명사
3,안내판,명사
3,안방,명사
3,안부,명사
3,안색,명사
3,안심,명사
3,안약,명사
3,안전띠,명사
3,안정,명사
3,않다,동사
3,알,의존명사
3,알,명사
3,알레르기,명사
3,알려지다,동사
3,알아내다,동사
3,알아듣다,동사
3,암,명사
3,앗,감탄사
3,앞날,명사
3,앞뒤,명사
3,앞머리,명사
3,앞집,명사
3,애기,명사
3,애완동물,명사
3,액세서리,명사
3,액자,명사
3,야경,명사
3,야근,명사
3,야외,명사
3,약도,명사
3,약품,명사
3,양,명사
3,양,관형사
3,양,명사
3,양념,명사
3,양력,명사
3,양배추,명사
3,양보,명사
3,양산,명사
3,양식,명사
3,양옆,명사
3,양쪽,명사
3,양파,명사
3,얘,대명사
3,어,접사
3,어기다,동사
3,어느새,부사
3,어떡하다,동사
3,어려움,명사
3,어머,감탄사
3,어저께,명사
3,어저께,부사
3,어지럽다,형용사
3,어휘,명사
3,어휴,감탄사
3,언덕,명사
3,얼룩,명사
3,얼른,부사
3,얼마간,명사
3,업다,동사
3,업무,명사
3,없애다,동사
3,없어지다,동사
3,없이,부사
3,엊그제,부사
3,엊그제,명사
3,에스컬레이터,명사
3,여,명사
3,여,접사
3,여가,명사
3,여관,명사
3,여기다,동사
3,여덟째,명사
3,여덟째,관형사
3,여덟째,수사
3,여드름,명사
3,여름철,명사
3,여름휴가,명사
3,여보,감탄사
3,여섯째,명사
3,여섯째,관형사
3,여섯째,수사
3,여유,명사
3,여유롭다,형용사
3,여인,명사
3,여쭈다,동사
3,역사가,명사
3,역사적,명사
3,역사적,관형사
3,역할,명사
3,연,명사
3,연고,명사
3,연구,명사
3,연기,명사
3,연기,명사
3,연두색,명사
3,연인,명사
3,연장,명사
3,연주,명사
3,연주회,명사
3,연하다,형용사
3,열리다,동사
3,열쇠고리,명사
3,열째,명사
3,열째,관형사
3,열째,수사
3,영,부사
3,영리하다,형용사
3,영상,명사
3,영상,명사
3,영양,명사
3,영양제,명사
3,영웅,명사
3,영원히,부사
3,영향,명사
3,예,명사
3,예,명사
3,예금,명사
3,예방,명사
3,예보,명사
3,예상,명사
3,예식장,명사
3,예의,명사
3,예절,명사
3,예정,명사
3,예측,명사
3,예컨대,부사
3,옛날이야기,명사
3,오,감탄사
3,오락실,명사
3,오래오래,부사
3,오랜,관형사
3,오른편,명사
3,오리,명사
3,오징어,명사
3,오토바이,명사
3,오페라,명사
3,오피스텔,명사
3,오해,명사
3,온,관형사
3,온몸,명사
3,온천,명사
3,올,명사
3,올라서다,동사
3,올려놓다,동사
3,올바르다,형용사
3,올여름,명사
3,옮기다,동사
3,옷차림,명사
3,와인,명사
3,완성,명사
3,왕복,명사
3,외,의존명사
3,외과,명사
3,외교,명사
3,외교관,명사
3,외모,명사
3,외박,명사
3,외부,명사
3,외삼촌,명사
3,외숙모,명사
3,외식,명사
3,외투,명사
3,외할머니,명사
3,외할아버지,명사
3,왼발,명사
3,요,명사
3,요가,명사
3,요구르트,명사
3,요리법,명사
3,욕실,명사
3,용,접사
3,용,명사
3,용기,명사
3,용돈,명사
3,용품,명사
3,우물,명사
3,우선,명사
3,우수,명사
3,우연히,부사
3,우울,명사
3,우정,명사
3,우주,명사
3,우체통,명사
3,우측,명사
3,우편,명사
3,우편물,명사
3,우편함,명사
3,우회전,명사
3,운,명사
3,운동량,명사
3,운동선수,명사
3,운명,명사
3,운전면허,명사
3,울리다,동사
3,울리다,동사
3,웃어른,명사
3,원,접사
3,원래,부사
3,원래,명사
3,원룸,명사
3,원숭이,명사
3,원인,명사
3,월,명사
3,월드컵,명사
3,월세,명사
3,웬일,명사
3,위,의존명사
3,위층,명사
3,위하다,동사
3,윗글,명사
3,윗사람,명사
3,유람선,명사
3,유럽,명사
3,유료,명사
3,유머,명사
3,유물,명사
3,유적,명사
3,유적지,명사
3,율,접사
3,으악,감탄사
3,은,명사
3,음력,명사
3,음성,명사
3,음식물,명사
3,음악회,명사
3,음주,명사
3,응급실,명사
3,응원,명사
3,의견,명사
3,의논,명사
3,이곳저곳,명사
3,이국적,명사
3,이국적,관형사
3,이끌다,동사
3,이동,명사
3,이따,부사
3,이래서,부사
3,이러다,동사
3,이런저런,관형사
3,이력서,명사
3,이루다,동사
3,이루어지다,동사
3,이름표,명사
3,이리,부사
3,이만,부사
3,이메일,명사
3,이미지,명사
3,이비인후과,명사
3,이성,명사
3,이웃집,명사
3,이자,명사
3,이하,명사
3,익히다,동사
3,인구,명사
3,인도,명사
3,인삼차,명사
3,인상,명사
3,인상적,명사
3,인상적,관형사
3,인생,명사
3,인쇄,명사
3,인스턴트,명사
3,인심,명사
3,인원,명사
3,인터뷰,명사
3,일,명사
3,일곱째,명사
3,일곱째,관형사
3,일곱째,수사
3,일반,명사
3,일본어,명사
3,일본인,명사
3,일부러,부사
3,일상생활,명사
3,일어,명사
3,일자리,명사
3,일정,명사
3,일정,명사
3,일정표,명사
3,일출,명사
3,일행,명사
3,읽기,명사
3,입국,명사
3,입맛,명사
3,입장료,명사
3,입학시험,명사
3,입학식,명사
3,잇다,동사
3,자,명사
3,자,감탄사
3,자,명사
3,자가용,명사
3,자격,명사
3,자기,명사
3,자기,대명사
3,자녀,명사
3,자동,명사
3,자료,명사
3,자리,명사
3,자매,명사
3,자세하다,형용사
3,자신,명사
3,자유롭다,형용사
3,자주색,명사
3,작성,명사
3,작은아버지,명사
3,작은어머니,명사
3,작은집,명사
3,잔돈,명사
3,잔디밭,명사
3,잠그다,동사
3,잠기다,동사
3,잠옷,명사
3,잡아먹다,동사
3,잡히다,동사
3,장,접사
3,장단점,명사
3,장래,명사
3,장례식,명사
3,장마철,명사
3,장면,명사
3,장미꽃,명사
3,장수,명사
3,장식,명사
3,장점,명사
3,장학금,명사
3,재다,동사
3,재킷,명사
3,재학,명사
3,재활용,명사
3,잼,명사
3,쟤,대명사
3,저기,감탄사
3,저녁때,명사
3,저러다,동사
3,저렴하다,형용사
3,저울,명사
3,저자,명사
3,저축,명사
3,적,접사
3,적어도,부사
3,적응,명사
3,적히다,동사
3,전국,명사
3,전국적,명사
3,전국적,관형사
3,전날,명사
3,전달,명사
3,전망,명사
3,전문,명사
3,전문가,명사
3,전문점,명사
3,전설,명사
3,전세,명사
3,전시,명사
3,전시회,명사
3,전용,명사
3,전원,명사
3,전원,명사
3,전자,명사
3,전자레인지,명사
3,전자사전,명사
3,전쟁,명사
3,전통,명사
3,전통적,명사
3,전통적,관형사
3,절,명사
3,절,명사
3,절,명사
3,절대,부사
3,절대,명사
3,절대로,부사
3,절약,명사
3,젊은이,명사
3,점,접사
3,점,의존명사
3,점,명사
3,점원,명사
3,점차,명사
3,점차,부사
3,점퍼,명사
3,접수,명사
3,젓다,동사
3,정,명사
3,정답,명사
3,정말로,부사
3,정보,명사
3,정수기,명사
3,정신,명사
3,정신없다,형용사
3,정신없이,부사
3,정오,명사
3,정원,명사
3,정육점,명사
3,정장,명사
3,정치,명사
3,정형외과,명사
3,정확히,부사
3,제,접사
3,제,대명사
3,제공,명사
3,제과점,명사
3,제대로,부사
3,제시간,명사
3,제안,명사
3,제출,명사
3,제품,명사
3,조건,명사
3,조깅,명사
3,조끼,명사
3,조리,명사
3,조미료,명사
3,조사,명사
3,조상,명사
3,조언,명사
3,존경,명사
3,졸리다,동사
3,졸업생,명사
3,졸업식,명사
3,종교,명사
3,종이컵,명사
3,종일,부사
3,종일,명사
3,종합,명사
3,좌석,명사
3,좌측,명사
3,좌회전,명사
3,주간,의존명사
3,주간,명사
3,주고받다,동사
3,주민,명사
3,주방,명사
3,주요,명사
3,주유소,명사
3,주의,명사
3,주인공,명사
3,주제,명사
3,주차권,명사
3,주차료,명사
3,죽,명사
3,죽음,명사
3,죽이다,동사
3,준비물,명사
3,줄넘기,명사
3,줄무늬,명사
3,중,명사
3,중고,명사
3,중고차,명사
3,중국어,명사
3,중국인,명사
3,중급,명사
3,중단,명사
3,중부,명사
3,중순,명사
3,중식,명사
3,중심지,명사
3,중형차,명사
3,쥐,명사
3,즉,부사
3,즉시,명사
3,즐거움,명사
3,증가,명사
3,증명서,명사
3,증상,명사
3,증세,명사
3,지각,명사
3,지나치다,형용사
3,지난날,명사
3,지다,동사
3,지도,명사
3,지방,명사
3,지붕,명사
3,지역,명사
3,지원,명사
3,지저분하다,형용사
3,지퍼,명사
3,직장인,명사
3,직진,명사
3,진단서,명사
3,진심,명사
3,진찰,명사
3,진통제,명사
3,진학,명사
3,진행,명사
3,진행자,명사
3,질,명사
3,집다,동사
3,집세,명사
3,집안,명사
3,집중,명사
3,짜다,동사
3,짜다,동사
3,짜리,접사
3,쪽,명사
3,쭉,부사
3,쯤,접사
3,찌르다,동사
3,찜질,명사
3,찢다,동사
3,찢어지다,동사
3,차량,명사
3,차로,명사
3,차리다,동사
3,차림표,명사
3,차이,명사
3,차이점,명사
3,찬성,명사
3,참가,명사
3,참고,명사
3,참기름,명사
3,참석,명사
3,창,명사
3,창가,명사
3,창고,명사
3,창구,명사
3,창밖,명사
3,창피,명사
3,채우다,동사
3,책가방,명사
3,챙기다,동사
3,처녀,명사
3,처방,명사
3,처방전,명사
3,천둥,명사
3,천사,명사
3,천장,명사
3,천재,명사
3,철,명사
3,철도,명사
3,첫눈,명사
3,첫눈,명사
3,첫인상,명사
3,청소기,명사
3,청혼,명사
3,체력,명사
3,체크무늬,명사
3,체하다,동사
3,체험,명사
3,초급,명사
3,초록,명사
3,촌스럽다,형용사
3,총,명사
3,촬영,명사
3,최고급,명사
3,최선,명사
3,최저,명사
3,추억,명사
3,추천,명사
3,추측,명사
3,축구장,명사
3,축제,명사
3,출국,명사
3,충분히,부사
3,취하다,동사
3,취향,명사
3,치다,동사
3,치료법,명사
3,치르다,동사
3,치수,명사
3,치우다,동사
3,치즈,명사
3,친,접사
3,친딸,명사
3,칸,명사
3,커지다,동사
3,커튼,명사
3,코너,명사
3,코미디,명사
3,코스,명사
3,코트,명사
3,코트,명사
3,코피,명사
3,콘도,명사
3,콜록콜록,부사
3,콧노래,명사
3,큰길,명사
3,큰아버지,명사
3,큰어머니,명사
3,클래식,명사
3,키스,명사
3,탁자,명사
3,탑승,명사
3,탑승객,명사
3,태우다,동사
3,터뜨리다,동사
3,털,명사
3,털다,동사
3,테이프,명사
3,토,명사
3,토론,명사
3,토하다,동사
3,통,부사
3,통,명사
3,통신,명사
3,통역,명사
3,통일,명사
3,통통하다,형용사
3,통하다,동사
3,특기,명사
3,특성,명사
3,특징,명사
3,틀림없이,부사
3,틈틈이,부사
3,파,명사
3,파다,동사
3,파도,명사
3,파랑,명사
3,파마,명사
3,파일,명사
3,파출소,명사
3,판매,명사
3,패션,명사
3,팬티,명사
3,퍼센트,의존명사
3,페이지,명사
3,편,의존명사
3,편식,명사
3,평가,명사
3,포기,명사
3,포도주,명사
3,포크,명사
3,포함,명사
3,폭포,명사
3,표,명사
3,표시,명사
3,표정,명사
3,표지판,명사
3,표현,명사
3,풀,명사
3,풀리다,동사
3,품질,명사
3,풍선,명사
3,풍습,명사
3,프린터,명사
3,플라스틱,명사
3,피로,명사
3,피부,명사
3,피서,명사
3,피하다,동사
3,피해,명사
3,피해자,명사
3,하나하나,부사
3,하나하나,명사
3,하숙,명사
3,하양,명사
3,하차,명사
3,하품,명사
3,하하,부사
3,학,접사
3,학과,명사
3,학습,명사
3,학자,명사
3,한국말,명사
3,한국어,명사
3,한국인,명사
3,한동안,명사
3,한때,부사
3,한때,명사
3,한문,명사
3,한숨,명사
3,한자,명사
3,한쪽,명사
3,한참,부사
3,한참,명사
3,할인점,명사
3,합격,명사
3,합계,명사
3,합치다,동사
3,항공료,명사
3,해결,명사
3,해돋이,명사
3,해물,명사
3,해변,명사
3,해산물,명사
3,해수욕장,명사
3,핸드백,명사
3,햇볕,명사
3,행,접사
3,행사장,명사
3,행운,명사
3,향수,명사
3,향하다,동사
3,허락,명사
3,허리띠,명사
3,허벅지,명사
3,현관,명사
3,현대,명사
3,형태,명사
3,호두,명사
3,호박,명사
3,호실,명사
3,혹은,부사
3,혼나다,동사
3,홈페이지,명사
3,화,명사
3,화면,명사
3,화분,명사
3,화장,명사
3,화장대,명사
3,화재,명사
3,화폐,명사
3,화해,명사
3,확인,명사
3,환불,명사
3,환상적,명사
3,환상적,관형사
3,환승역,명사
3,환영회,명사
3,환율,명사
3,환하다,형용사
3,활동,명사
3,활발하다,형용사
3,활짝,부사
3,회,명사
3,회비,명사
3,회식,명사
3,회의실,명사
3,회장,명사
3,횟수,명사
3,효과,명사
3,후반,명사
3,후식,명사
3,후추,명사
3,후회,명사
3,휴가철,명사
3,휴대,명사
3,휴식,명사
3,휴학,명사
3,흘러가다,동사
3,희다,형용사
3,희생,명사
4,가,접사
4,가능성,명사
4,가라앉다,동사
4,가량,접사
4,가로등,명사
4,가로막다,동사
4,가르다,동사
4,가리다,동사
4,가만,부사
4,가만있다,동사
4,가만히,부사
4,가뭄,명사
4,가사,명사
4,가장,명사
4,가정,명사
4,가정주부,명사
4,가져다주다,동사
4,가지,명사
4,가짜,명사
4,가치,명사
4,가치관,명사
4,가톨릭,명사
4,각국,명사
4,각오,명사
4,각종,명사
4,간,접사
4,간,명사
4,간,의존명사
4,간격,명사
4,간섭,명사
4,간신히,부사
4,간절하다,형용사
4,간접적,관형사
4,간접적,명사
4,간지럽다,형용사
4,간편하다,형용사
4,간혹,명사
4,간혹,부사
4,갇히다,동사
4,갈등,명사
4,갈라지다,동사
4,갈수록,부사
4,감상문,명사
4,감소,명사
4,감시,명사
4,감싸다,동사
4,감옥,명사
4,감추다,동사
4,감히,부사
4,갑작스럽다,형용사
4,값싸다,형용사
4,강도,명사
4,강수량,명사
4,강요,명사
4,강의,명사
4,강의실,명사
4,강제,명사
4,강조,명사
4,갖가지,명사
4,갖추다,동사
4,개구리,명사
4,개념,명사
4,개다,동사
4,개미,명사
4,개발,명사
4,개방,명사
4,개별,명사
4,개선,명사
4,개성,명사
4,개최,명사
4,개혁,명사
4,객,접사
4,객관적,관형사
4,객관적,명사
4,거대,명사
4,거두다,동사
4,거들다,동사
4,거래,명사
4,거래처,명사
4,거미,명사
4,거북이,명사
4,거지,명사
4,거짓,명사
4,거치다,동사
4,거칠다,형용사
4,걱정스럽다,형용사
4,건너,명사
4,건네다,동사
4,건네주다,동사
4,건드리다,동사
4,건설,명사
4,건전지,명사
4,건지다,동사
4,건축,명사
4,걷다,동사
4,걷다,동사
4,걸치다,동사
4,검사,명사
4,겁나다,동사
4,겉모습,명사
4,게,명사
4,게다가,부사
4,겨울철,명사
4,격려,명사
4,겪다,동사
4,견디다,동사
4,견학,명사
4,견해,명사
4,결근,명사
4,결론,명사
4,결승,명사
4,결코,부사
4,결합,명사
4,결혼식장,명사
4,겸손,명사
4,겹치다,동사
4,경계,명사
4,경고,명사
4,경기,명사
4,경력,명사
4,경영,명사
4,경쟁,명사
4,경쟁력,명사
4,경제력,명사
4,경향,명사
4,계기,명사
4,계산기,명사
4,계산대,명사
4,계층,명사
4,고국,명사
4,고급,명사
4,고급스럽다,형용사
4,고대,명사
4,고독,명사
4,고등,명사
4,고등어,명사
4,고래,명사
4,고려,명사
4,고마워하다,동사
4,고무,명사
4,고소하다,형용사
4,고요,명사
4,고유,명사
4,고장,명사
4,고전,명사
4,고정,명사
4,고집,명사
4,고층,명사
4,고통,명사
4,고통스럽다,형용사
4,곡,명사
4,곡식,명사
4,곧다,형용사
4,곧바로,부사
4,곧잘,부사
4,골,명사
4,골다,동사
4,공감,명사
4,공개,명사
4,공격,명사
4,공급,명사
4,공기,명사
4,공동체,명사
4,공손하다,형용사
4,공업,명사
4,공적,관형사
4,공적,명사
4,공지,명사
4,공해,명사
4,과소비,명사
4,과속,명사
4,과연,부사
4,과외,명사
4,과제,명사
4,과학적,관형사
4,과학적,명사
4,관,접사
4,관,접사
4,관계자,명사
4,관심사,명사
4,관점,명사
4,괜히,부사
4,괴로움,명사
4,괴로워하다,동사
4,괴롭다,형용사
4,괴롭히다,동사
4,굉장하다,형용사
4,교내,명사
4,교대,명사
4,교류,명사
4,교복,명사
4,교양,명사
4,교육비,명사
4,교육자,명사
4,교장,명사
4,교재,명사
4,교체,명사
4,교훈,명사
4,구르다,동사
4,구매,명사
4,구별,명사
4,구부리다,동사
4,구분,명사
4,구석,명사
4,구성,명사
4,구세대,명사
4,구속,명사
4,구조,명사
4,구하다,동사
4,국경일,명사
4,국산,명사
4,국외,명사
4,국제결혼,명사
4,국제선,명사
4,국제화,명사
4,국화,명사
4,국회,명사
4,군,명사
4,군데,의존명사
4,군사,명사
4,굳다,동사
4,굳어지다,동사
4,굳이,부사
4,굴,명사
4,굽히다,동사
4,권,접사
4,권력,명사
4,권리,명사
4,권위,명사
4,권유,명사
4,귀가,명사
4,귀국,명사
4,귀신,명사
4,귀중하다,형용사
4,귀하다,형용사
4,규모,명사
4,규정,명사
4,균형,명사
4,그나마,부사
4,그네,명사
4,그늘,명사
4,그다지,부사
4,그대,대명사
4,그래프,명사
4,그러게,감탄사
4,그럭저럭,부사
4,그런대로,부사
4,그렇지,감탄사
4,그리,부사
4,그리움,명사
4,그림자,명사
4,그림책,명사
4,그만큼,명사
4,그만큼,부사
4,그야말로,부사
4,그제야,부사
4,그토록,부사
4,극복,명사
4,극히,부사
4,근거,명사
4,근교,명사
4,근대,명사
4,근래,명사
4,근로자,명사
4,근본,명사
4,근본적,관형사
4,근본적,명사
4,근심,명사
4,긁다,동사
4,금년,명사
4,금융,명사
4,금하다,동사
4,급격히,부사
4,급속히,부사
4,급증,명사
4,급히,부사
4,기념일,명사
4,기독교,명사
4,기둥,명사
4,기록,명사
4,기반,명사
4,기본,명사
4,기본적,관형사
4,기본적,명사
4,기부,명사
4,기술,명사
4,기업가,명사
4,기여,명사
4,기운,명사
4,기울다,동사
4,기울이다,동사
4,기원,명사
4,기적,명사
4,기존,명사
4,기지개,명사
4,기혼,명사
4,기획,명사
4,기후,명사
4,길가,명사
4,길거리,명사
4,깊이,명사
4,까다롭다,형용사
4,까닭,명사
4,까먹다,동사
4,깔다,동사
4,깔리다,동사
4,깜깜하다,형용사
4,깜박하다,동사
4,깨,명사
4,깨다,동사
4,깨닫다,동사
4,깨뜨리다,동사
4,깨물다,동사
4,깨어나다,동사
4,깨우다,동사
4,꺾다,동사
4,껴안다,동사
4,꼭,부사
4,꼭대기,명사
4,꼼꼼하다,형용사
4,꼼꼼히,부사
4,꼽다,동사
4,꼽히다,동사
4,꽂히다,동사
4,꽃꽂이,명사
4,꽃잎,명사
4,꾸다,동사
4,꾸리다,동사
4,꾸미다,동사
4,꾸준하다,형용사
4,꾸중,명사
4,꿇다,동사
4,꿈꾸다,동사
4,꿈속,명사
4,끄덕이다,동사
4,끊임없다,형용사
4,끊임없이,부사
4,끌리다,동사
4,끌어당기다,동사
4,끌어안다,동사
4,끝없다,형용사
4,끝없이,부사
4,끼다,동사
4,끼어들다,동사
4,끼우다,동사
4,끼이다,동사
4,끼치다,동사
4,끼치다,동사
4,나뉘다,동사
4,나란히,부사
4,나름,의존명사
4,나무라다,동사
4,나뭇가지,명사
4,나비,명사
4,나서다,동사
4,나아가다,동사
4,난리,명사
4,난처하다,형용사
4,날개,명사
4,날리다,동사
4,날리다,동사
4,날아다니다,동사
4,날아오다,동사
4,날카롭다,형용사
4,남매,명사
4,남북,명사
4,낭비,명사
4,낮추다,동사
4,내놓다,동사
4,내다보다,동사
4,내려다보다,동사
4,내려앉다,동사
4,내밀다,동사
4,내버리다,동사
4,내부,명사
4,내세우다,동사
4,내외,명사
4,내쫓다,동사
4,냉수,명사
4,너그럽다,형용사
4,너머,명사
4,너무나,부사
4,넉넉하다,형용사
4,넓어지다,동사
4,넓히다,동사
4,넘겨주다,동사
4,넘기다,동사
4,넘어뜨리다,동사
4,넘어오다,동사
4,넘치다,동사
4,네모,명사
4,네티즌,명사
4,녀석,의존명사
4,년도,의존명사
4,노동,명사
4,노동자,명사
4,노려보다,동사
4,녹이다,동사
4,녹화,명사
4,논리,명사
4,논리적,관형사
4,논리적,명사
4,논의,명사
4,논쟁,명사
4,놀랍다,형용사
4,놀리다,동사
4,놀리다,동사
4,농민,명사
4,농사일,명사
4,농산물,명사
4,농업,명사
4,농촌,명사
4,놓아두다,동사
4,놔두다,동사
4,뇌,명사
4,누님,명사
4,눈감다,동사
4,눈길,명사
4,눈동자,명사
4,눈뜨다,동사
4,눈빛,명사
4,눈썹,명사
4,눈앞,명사
4,눈치,명사
4,눕히다,동사
4,느긋하다,형용사
4,느끼하다,형용사
4,늘어놓다,동사
4,늘어서다,동사
4,늘이다,동사
4,늦가을,명사
4,늦겨울,명사
4,늦봄,명사
4,늦어지다,동사
4,늦여름,명사
4,늦추다,동사
4,님,의존명사
4,다가가다,동사
4,다가서다,동사
4,다가오다,동사
4,다녀가다,동사
4,다듬다,동사
4,다루다,동사
4,다름없다,형용사
4,다리다,동사
4,다만,부사
4,다물다,동사
4,다소,명사
4,다소,부사
4,다수,명사
4,다짐,명사
4,다투다,동사
4,다행스럽다,형용사
4,단,관형사
4,단계,명사
4,단골,명사
4,단기,명사
4,단독,명사
4,단속,명사
4,단순히,부사
4,단지,부사
4,달래다,동사
4,달려가다,동사
4,달려들다,동사
4,달려오다,동사
4,달리,부사
4,달리다,동사
4,달빛,명사
4,달성,명사
4,달아나다,동사
4,달하다,동사
4,닳다,동사
4,담,명사
4,담,명사
4,담당,명사
4,담당자,명사
4,담백하다,형용사
4,담요,명사
4,담임,명사
4,답변,명사
4,당,접사
4,당기다,동사
4,당당하다,형용사
4,당분간,명사
4,당분간,부사
4,당시,명사
4,당일,명사
4,당첨,명사
4,당하다,동사
4,대,접사
4,대가,명사
4,대강,명사
4,대강,부사
4,대개,명사
4,대개,부사
4,대규모,명사
4,대기,명사
4,대기,명사
4,대기업,명사
4,대낮,명사
4,대다수,명사
4,대단히,부사
4,대략,명사
4,대략,부사
4,대량,명사
4,대로,명사
4,대리,명사
4,대립,명사
4,대비,명사
4,대비,명사
4,대사,명사
4,대사,명사
4,대상자,명사
4,대응,명사
4,대접,명사
4,대조,명사
4,대중문화,명사
4,대책,명사
4,대처,명사
4,대체,명사
4,대출,명사
4,대충,부사
4,댐,명사
4,더구나,부사
4,더럽히다,동사
4,더불다,동사
4,더욱더,부사
4,더욱이,부사
4,더위,명사
4,덕,명사
4,덕택,명사
4,덧붙이다,동사
4,덩어리,명사
4,덮이다,동사
4,데우다,동사
4,도난,명사
4,도대체,부사
4,도로,부사
4,도리어,부사
4,도마,명사
4,도망,명사
4,도망치다,동사
4,도무지,부사
4,도입,명사
4,도저히,부사
4,도전,명사
4,독,명사
4,독립,명사
4,독자,명사
4,독특하다,형용사
4,독하다,형용사
4,돌려보내다,동사
4,돌멩이,명사
4,돌아보다,동사
4,돌아서다,동사
4,동기,명사
4,동기,명사
4,동남아,명사
4,동서남북,명사
4,동양인,명사
4,동영상,명사
4,동요,명사
4,동의,명사
4,동일,명사
4,동포,명사
4,동화,명사
4,동화책,명사
4,되게,부사
4,되도록,부사
4,되돌리다,동사
4,되돌아가다,동사
4,되살리다,동사
4,되살아나다,동사
4,되풀이,명사
4,두뇌,명사
4,두드러지다,동사
4,두드리다,동사
4,두려움,명사
4,두려워하다,동사
4,두렵다,형용사
4,두르다,동사
4,두리번거리다,동사
4,두어,관형사
4,둘러보다,동사
4,둘러싸다,동사
4,둘러싸이다,동사
4,둘레,명사
4,둥지,명사
4,뒤늦다,형용사
4,뒤따르다,동사
4,뒤떨어지다,동사
4,뒤지다,동사
4,뒤지다,동사
4,뒤집다,동사
4,뒤편,명사
4,뒷골목,명사
4,뒷모습,명사
4,뒷문,명사
4,뒷산,명사
4,드나들다,동사
4,드라이클리닝,명사
4,드러나다,동사
4,드러내다,동사
4,드물다,형용사
4,든든하다,형용사
4,들려오다,동사
4,들리다,동사
4,들리다,동사
4,들여다보다,동사
4,들이다,동사
4,들키다,동사
4,등기,명사
4,등장,명사
4,디자이너,명사
4,따님,명사
4,따라다니다,동사
4,따르다,동사
4,따지다,동사
4,딴,관형사
4,땅바닥,명사
4,땅콩,명사
4,때,명사
4,때로,부사
4,때리다,동사
4,떠나오다,동사
4,떼,명사
4,떼다,동사
4,또다시,부사
4,똥,명사
4,뚜껑,명사
4,뚜렷하다,형용사
4,뚫리다,동사
4,뛰어나오다,동사
4,뛰어놀다,동사
4,뛰어다니다,동사
4,뛰어들다,동사
4,뜨다,동사
4,뜯다,동사
4,뜰,명사
4,뜻대로,부사
4,뜻밖,명사
4,뜻밖에,부사
4,띄다,동사
4,띠,명사
4,띠다,동사
4,량,명사
4,렌즈,명사
4,력,접사
4,료,접사
4,리모컨,명사
4,리터,의존명사
4,마구,부사
4,마냥,부사
4,마디,명사
4,마땅하다,형용사
4,마땅히,부사
4,마련,의존명사
4,마련,명사
4,마루,명사
4,마무리,명사
4,마약,명사
4,마음가짐,명사
4,마음껏,부사
4,마음먹다,동사
4,마음속,명사
4,마주,부사
4,마주치다,동사
4,마찬가지,명사
4,마찰,명사
4,마치,부사
4,마침내,부사
4,막상,부사
4,막연하다,형용사
4,만만하다,형용사
4,만원,명사
4,만점,명사
4,말기,명사
4,말끔히,부사
4,말다,동사
4,말다툼,명사
4,말리다,동사
4,말없이,부사
4,말투,명사
4,맘,명사
4,맘껏,부사
