title,artist,popularity,release_date,acousticness,danceability,energy,loudness_db,vocalness,tempo_bpm,lyrics,release_date_int,lyrics_length,duration_ms,valence,artist_popularity,specific_genres,english_ratio,korean_ratio,dps,difficulty_level,difficulty_level_category
밤 끝없는 밤,AKMU (악뮤) ,47,2019/09/25 0:00,0.875,0.747,0.336,-7.666,0.063,100.773,"자도 자도 잠이 와요 끝없이
지금껏 몇 편의 꿈을 꾸었지
볼이 퉁 퉁 부어
초점 없이 앉아있으면
눈이 다시 감겨요
몸이 움직이지 않아
이건 내 의지가 아냐
내 머릿속에선 부지런히
할 일을 재촉하는 걸
오 달콤한 잠
시끄러운 바깥소리도 내 자장가
오 밤 끝없는 밤
눈이 떠지지 않아
Endless dream good night
꼭 깨워줘요 영영 내가 눈을 못 뜨면
속삭여줘요 갑자기 날
놀래키는 건 하지 말아요
말이 들리지가 않아
다른 대답을 하잖아
내 머릿속에선 은하계가
몽롱히 떠다니는 걸
오 달콤한 잠
시끄러운 바깥소리도 내 자장가
오 밤 끝없는 밤
눈이 떠지지 않아
Endless dream good night
이러다가 영원한
꿈을 꾸는 건 아닐까
오 달콤한 잠
시끄러운 바깥소리도 내 자장가
오 밤 끝없는 밤
눈이 떠지지 않아
Endless dream good night
오 밤 끝없는 밤
눈이 떠지지 않아",1569369600,329,180527.0,0.604,63.0,k-pop,19.14893617,80.85106383,1.822442072,2.1076923076923078,중급
Zombie,DAY6 (데이식스) ,46,2020/05/11 0:00,0.0117,0.79,0.542,-4.119,0.0438,121.982,"어제는 어떤 날이었나
특별한 게 있었던가
떠올려 보려 하지만
별다를 건 없었던 것 같아
오늘도 똑같이 흘러가
나만 이렇게 힘들까
어떻게 견뎌야 할까
마음껏 소리쳐 울면 나아질까
Yeah we live a life
낮과 밤을 반복하면서
Yeah we live a life
뭔가 바꾸려 해도
할 수 있는 것도
가진 것도 없어 보여
I feel like I became a zombie
머리와 심장이 텅 빈
생각 없는 허수아비
언제부터 이렇게 된 걸까 Oh why
I became a zombie
난 또 걸어 정처 없이
내일도 다를 것 없이
그저 잠에 들기만을 기다리며 살아
Yeah we live a life
어둠 속에서 눈을 뜬 채로
This meaningless life
편히 쉬고 싶어도
꿈꾸고 싶어도
아무것도 하지 못해
I feel like I became a zombie
머리와 심장이 텅 빈
생각 없는 허수아비
언제부터 이렇게 된 걸까 Oh why
I became a zombie
난 또 걸어 정처 없이
내일도 다를 것 없이
그저 잠에 들기만을 기다리며 살아
다 털어놓고 Wanna cry
다 내려놓고 Can I cry
마른 내 눈물을 돌려줘
Oh oh
I feel like I became a zombie
머리와 심장이 텅 빈
생각 없는 허수아비
언제부터 이렇게 된 걸까 Oh why
I became a zombie
난 또 걸어 정처 없이
내일도 다를 것 없이
그저 잠에 들기만을 기다리며 살아",1589155200,529,209259.0,0.527,71.0,k-pop,39.50850662,60.49149338,2.527967734,1.6710526315789473,초급
가을 타나 봐,바이브,46,2018/10/10 0:00,0.643,0.391,0.599,-4.765,0.095,175.806,"계절은 돌고 돌아 돌아오는데
사랑은 돌고 돌아 떠나버리고
추억을 돌고 돌아 멈춰 서있는
다시 그 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤
나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤
나 혼자서 가을 타나 봐
Baby I'm lonely lonely
lonely lonely
추억은 Falling falling
falling falling
아무리 멀리 멀리 떠나 보내도
돌아오는 난 가을 타나 봐
내 곁을 스쳐가는 많은 사람들
뭘 해도 채워지지 않는 시간들
아무리 잊어봐도 짙어져 가는
외로운 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤
나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤
나 혼자서 가을 타나 봐
Baby I'm lonely lonely
lonely lonely
추억은 Falling falling
falling falling
아무리 멀리 멀리 떠나 보내도
돌아오는 난 가을 타나 봐
You're always breathing
in my mind
가슴 한구석이 시려와
Baby I'm missing you every night
니가 그리워
나 외로웠나 봐
니가 없는 이 거리에
나 혼자 널 서성이나 봐
참 보고 싶나 봐 너를 보내놓고
아직 나 혼자 널 사랑하나 봐
아직인가 봐 사랑하나 봐
니가 날 떠나가던 시린
이 계절이 돌아오면 가을 타나 봐
그리운가 봐 가을 타나 봐",1539129600,504,231775.0,0.472,39.0,발라드,33.73015873,66.26984127,2.174522705,1.71875,초급
어디에도,엠씨더맥스 (M.C the MAX),46,2016/01/28 0:00,0.574,0.451,0.449,-6.104,0.0301,131.674,"차가워진 눈빛을 바라보며
이별의 말을 전해 들어요
아무 의미 없던 노래 가사가
아프게 귓가에 맴돌아요
다시 겨울이 시작되듯이
흩어지는 눈 사이로
그대 내 맘에 쌓여만 가네
떠나지 말라는
그런 말도 하지 못하고
고개를 떨구던 뒷모습만
그대 내게 오지 말아요
두 번 다시 이런 사랑 하지 마요
그댈 추억하기보단 기다리는 게
부서진 내 맘이 더 아파와
다시 누군가를 만나서
결국 우리 사랑 지워내도
행복했던 것만 기억에 남아
나를 천천히 잊어 주기를
아무것도 마음대로 안 돼요
아픔은 그저 나를 따라와
밤새도록 커져 버린 그리움
언제쯤 익숙해져 가나요
많은 날들이 떠오르네요
우리가 나눴던 날들
애써 감추고 돌아서네요
떠나지 말라는
그런 말도 하지 못하고
고개를 떨구던 뒷모습만
그대 내게 오지 말아요
두 번 다시 이런 사랑 하지 마요
그댈 추억하기보단 기다리는 게
부서진 내 맘이 더 아파와
다시 누군가를 만나서
결국 우리 사랑 지워내도
행복했던 것만 기억에 남아
나를 천천히 잊어 주기를
부를 수도 없이 멀어진 그대가
지나치는 바람에도 목이 메어와
어디에도 그대가 살아서
우린 사랑하면 안 돼요
다가갈수록 미워지니까
행복했던 것만 기억에 남아
나를 천천히 잊어 가기를
사랑했던",1453939200,437,331154.0,0.331,45.0,발라드,0.0,100.0,1.319627726,2.2444444444444445,고급
내가 저지른 사랑,임창정,46,2016/09/06 0:00,0.473,0.537,0.58,-2.961,0.0306,127.87,"떠나거든 내 소식이 들려오면
이제는 모른다고 해줘
언제나 내 맘속에서
커져만 갔던 너를
조금씩 나도 지우려 해
사랑해 라고 말하고 싶었지만
늘 미안하다고만 했던 나
잊고 잊혀지고 지우고
처음 만난 그때가 그리워진 사람
다시 못 올 몇 번의 그 계절
떠나버린 너의 모습을
지우고 버리고 비워도
어느 새 가득 차버린 내사랑
안 된다고 사랑하면 안 된다고
하지만 우린 함께했지
언제나 내 마음이라
사랑하던 맘이라
그리 아파할 줄 몰랐어
미안해 라고 안아주고 싶지만
점이 돼버린 그 뒷모습
잊고 잊혀지고 지우고
처음 만난 그때가 그리워진 사람
다시 못 올 몇 번의 그 계절
떠나버린 너의 모습을
지우고 버리고 비워도
어느 새 가득 차버린 내사랑
모든 게 나 때문인데
왜 네가 더 힘들어
네가 왜 내 맘을 위로해
왜
잊고 잊혀지고 지우고
처음 만난 그때가 그리워진 사람
다시 못 올 몇 번의 그 계절
떠나버린 너의 모습을
지우고 버리고 비워도
어느 새 가득 차버린 내사랑",1473120000,341,238252.0,0.255,43.0,발라드,0.0,100.0,1.43125766,2.0,중급
WISH - Korean Version,NCT WISH,46,2024/02/28 0:00,0.00987,0.694,0.911,-2.742,0.0659,99.057,"Oh Hey! Let’s do this
Future’s in my hands
It’s my wish (All my wish)
Hey, We are NCT WISH
(NCT WISH NCT WISH)

눈부시도록 파란 오늘
새로운 이야기를 시작해
My love is young
and it’s strong (Yeah)
하얀 운동화를 신고
새로운 Rhy, Rhy, Rhy,
Rhythm 내 안에
담겨있던 마음들을 펼쳐보내

Get up
It’s us
It’s too loud
우린 멈추지 않아 Like forever
들어 봐 바라던 바 Elevate it
꿈속의 꿈 넘어 마주한 Madness

Keep on, keep on loving babe
(Yeah, That’s right)
(We’re going up to the world)
저 큰 문을 열어 내
(I feel it’s coming, yeah)
세상의 반짝임도
혼자선 아무런 의미조차 없어
So I make this wish tonight
Let’s go
Fly high in the air

Let’s WISH it up baby
(WISH it up, right now)
눈 떠 봐 세계가 변하잖아
Keep it up baby (Keep it up, uh)
It’s up and down 바람을 타고

Yeah, We’re another one
'Cause we wanna WISH
너라고 Baby
앞으로만 가
The WISH’s complete

Future’s in my hands
It’s my wish (All my wish)
Hey, We are NCT WISH
(NCT WISH NCT WISH)

늘 바라왔던 작은 소원
네가 행복했으면 좋겠어
네 웃음과, 눈물과,
모든 것들이 소중해
이 순간의 심장 소리와
떨림을 난 영원히 기억할래

Keep on, keep on loving babe
(Yeah, That’s right)
(밤은 길지 않을 테니)
있는 그대로의 널 (사랑하고 있어)
너의 꿈이 내 꿈이 돼
우린 답을 알고 있지 바로 여기
So I make this wish tonight
Let’s go
Fly high in the air

Let’s WISH it up baby
(WISH it up, right now)
눈 떠 봐 세계가 변하잖아
Keep it up baby (Keep it up, uh)
It’s up and down 바람을 타고

Yeah, We’re another one
'Cause we wanna WISH
너라고 Baby
앞으로만 가
The WISH’s complete

Yeah yeah ooh
Goin’ up
모든 순간 속에
앞으로만 가
The WISH’s complete

Yeah yeah ooh
WISH it up, right now
Yeah, Just keep it up, uh
앞으로만 가
The WISH’s complete

Future’s in my hands
It’s my wish (All my wish)

Hey, We are NCT WISH
(NCT WISH NCT WISH)",1709078400,1077,185546.0,0.698,59.0,k-pop,76.69452182,23.30547818,5.804490531,1.6764705882352942,초급
대충 입고 나와,우디 (Woody) ,46,2019/05/29 0:00,0.756,0.676,0.473,-5.82,0.0402,85.069,"너는 너무너무 예뻐
더할 나위가 없는걸
내가 바보 같고 부족해도
넌 내 옆에 있어
네가 뭘 원하는지 다 말해
내가 해줄게
더 시간이 지나가면 끼워 줄게
네 왼손에 반지 YEAH
묻지마 묻지마 묻지마
누가 더 예쁘냐고
알잖아 알잖아 알잖아
알잖아 그건 그건 너
대충 입고 나와
넌 뭘 입어도 예쁘니까
집 앞이야 나와
난 이미 준비 다 했어
우리 잘 어울린다잖아
다들 쳐다보잖아
같이 걸어 봐 너의 옆에
있을 준비가 됐어
요즘 나의 하루가 전부 너
낮과 밤 새벽도 기다리고 있어
잠을 자도 꿈속에 너와 있어
넌 웃는 게 예뻐
자꾸 너도 나를 이뻐 하네
너 나 이미 우리
FALL IN LOVE YE
혼자 였던 주말도
이제 어디 갈지 고르고
혼자 잠들 던 새벽도
이제 너와 함께 잠들 수 있어
지금 이게 들린다면
내게 바로 전화해줄래 GIRL
어디든 가자 내일은 쉬는 날이니
시동 걸었어 AY 지금 바로
대충 입고 나와
넌 뭘 입어도 예쁘니까
집 앞이야 나와
난 이미 준비 다 했어
우리 잘 어울린다잖아
다들 쳐다보잖아
같이 걸어 봐
너의 옆에 있을 준비가 됐어
천천히 나와도 돼
보고 싶지만 재촉안해
너를 기다리는 것 조차
내 노래가 돼
네가 하고 싶은 게 먹고 싶은 게
뭔지 말해 줄래 MA BABE
너네 집 앞이야
나는 널 기다리고 있어 빨리
대충 입고 나와
넌 뭘 입어도 예쁘니까
집 앞이야 나와
난 이미 준비 다 했어
우리 잘 어울린다잖아
다들 쳐다보잖아
같이 걸어 봐
너의 옆에 있을 준비가 됐어
대충 입고 나와
대충 입고 나와
대충 입고 나와 같이 걸어 가줄게",1559088000,528,205773.0,0.55,45.0,발라드,5.303030303,94.6969697,2.565934306,1.3627450980392157,초급
거리에서,성시경,46,2006/10/10 0:00,0.645,0.581,0.482,-7.765,0.0294,131.82,"니가 없는 거리에는

내가 할일이 없어서

마냥 걷다 걷다보면

추억을 가끔 마주치지

떠오르는 너의 모습

내 살아나는

그리움 한번에

참 잊기 힘든 사람이란걸

또 한번 느껴지는 하루

어디쯤에 머무는지

또 어떻게 살아가는지

걷다보면 누가

말해줄 것 같아

이 거리가 익숙했던

우리 발걸음이 나란했던

그리운 날들

오늘밤 나를 찾아온다

널 그리는 널 부르는 내 하루는

애태워도 마주친

추억이 반가워

날 부르는 목소리에 돌아보면

텅빈 거리 어느새

수많은 니모습만 가득해



막다른길 다다라서

낯익은 벽 기대보며

가로등 속 환히 비춰지는

고백하는 니가 보여

떠오르는 그때모습

내 살아나는 설레임

한번에 참 잊기 힘든

순간이란 걸

또 한번 느껴지는 하루

아직 나를 생각할지

또 그녀도 나를 찾을지

걷다보면 누가 말해줄 것 같아

이 거리가 익숙했던

우리 발걸음이 나란했던

그리운 날들

오늘밤 나를 찾아온다

널 그리는 널 부르는 내 하루는

애태워도 마주친

추억이 반가워

날 부르는 목소리에 돌아보면

텅빈 거리 어느새

수 많은 니 모습만 가득

부풀은 내 가슴이

밤 하늘에 외쳐본다

이 거리는 널 기다린다고



널 그리는 널 부르는 내 하루는

애태워도 마주친

추억이 반가워

날 부르는 목소리에 돌아보며

텅빈거리 어느새

수 많은 니 모습만 가득해",1160438400,451,279266.0,0.307,52.0,발라드,0.0,100.0,1.614947756,2.0294117647058822,중급
"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,46,2023/07/06 0:00,0.665,0.362,0.364,-7.521,0.0368,75.663,"마음을 다 보여줬던 너와는 다르게
지난 사랑에 겁을 잔뜩 먹은
나는 뒷걸음질만 쳤다

너는 다가오려 했지만
분명 언젠가 떠나갈 것이라 생각해
도망치기만 했다

같이 구름 걸터앉은 나무 바라보며
잔디밭에 누워
한 쪽 귀로만 듣던 달콤한 노래들이
쓰디쓴 아픔이 되어
다시 돌아올 것만 같아

분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 난
아직도 기적을 꿈꾼다
눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리 우리

지금 생각해보면 그까짓 두려움
내가 바보 같았지 하며
솔직해질 자신 있으니
돌아오기만 하면 좋겠다

분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 난
아직도 기적을 꿈꾼다
눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리 우리

눈 마주치며 그땐 미안했다고
용서해달라고 이야기 하는 날
그때까지
잘 지내자
우리",1688601600,360,258146.0,0.296,52.0,발라드,0.0,100.0,1.394559668,2.038961038961039,중급
Losing Myself,강다니엘,46,2024/09/23 0:00,0.0892,0.657,0.872,-3.907,0.0561,159.963,"깨져버린 꿈
I don’t wanna lose myself
거칠어진 숨
헤매이네 난 오늘도

Running for the truth
I just wanna save myself
이 터널의 끝
닿을 수 있게 let me know

Lost in the dark
Show me the light
길을 잃은 기분
이제 I gotta get out of my,

찰나의 flashback
기다려 payback
I’ll never go back
To losing myself oh, oh

기다려 payback
I’ll never go back
To losing myself oh, oh

빠르게 변해 모든 게 다
중심을 잃고 lose control
멈춰 서있을 순 없겠지
I gotta go, gotta go

일어나 wake up now, wake up now
내 삶을 upside down, 돌려놔
잠시 놓쳤던 내 손 잡아 hold me
두 번 다신 나를 놓지 않을 거야

Lost in the dark
Show me the light
길을 잃은 기분
이제 I gotta get out of my,

찰나의 flashback
기다려 payback
I’ll never go back
To losing myself oh, oh

기다려 payback
I’ll never go back
To losing myself oh, oh

기다려 payback
I’ll never go back
To losing myself oh, oh",1727049600,544,135760.0,0.602,52.0,k-pop,78.30882353,21.69117647,4.007071302,1.96875,중급
흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,46,2019/08/23 0:00,0.321,0.672,0.774,-3.673,0.0278,100.002,"흔들리는 꽃들 속에서
네 샴푸향이 느껴진거야
스쳐지나간건가 뒤돌아보지만
그냥 사람들만 보이는거야
다와가는 집근처에서
괜히 핸드폰만 만지는거야
한번 연락해 볼까 용기내 보지만
그냥 내 마음만 아쉬운 거야
걷다가 보면 항상 이렇게 너를
바라만 보던 너를
기다린다고 말할까
지금 집앞에 계속 이렇게 너를
아쉬워 하다 너를 연락했다 할까
지나치는 꽃들 속에서
네 샴푸향만 보이는거야
스쳐지나간건가 뒤 돌아보지만
그냥 내 마음만 바빠진거야
걷다가 보면 항상 이렇게 너를
바라만 보던 너를
기다린다고 말할까
지금 집앞에 계속 이렇게 너를
아쉬워 하다 너를 연락했다 할까
어떤 계절이 너를
우연히라도 너를 마주치게 할까
난 이대로 아쉬워하다
너를 바라만 보던 너를
기다리면서 아무말 못하고
그리워만 할까
걷다가 보면 항상 이렇게 너를
바라만 보던 너를
생각한다고 말할까
지금 집앞에 기다리고
때론 지나치고 다시 기다리는
꽃이 피는 거리에 보고파라 이밤에
걷다가 보면 항상 이렇게 너를
아쉬워 하다 너를
기다린다고 말할까
지금 집앞에 계속 이렇게 너를
아쉬워 하다 너를 연락했다 할까",1566518400,403,168492.0,0.702,41.0,인디,0.0,100.0,2.391804952,1.6911764705882353,초급
좋아해.. (바른연애 길잡이 X 죠지),죠지,46,2021/02/18 0:00,0.567,0.423,0.472,-5.413,0.0297,129.523,"용기 내어보려 노력했는데
왜 네 앞에서는 다 어색해지고
꽤 자연스럽던 내 인사마저도
마음대로 되지가 않아
그저 웃어주는 널 바라보면
아무 이유 없이 행복해져
늘 서툴렀었던 내 못난 표현에도
따뜻하게 안아주었어
널 좋아한다 말하고
집에 돌아가는 길에
너의 얼굴이 자꾸 떠올라
나도 몰래 설레였어
누구보다 널 위해 많이 노력하고 있어
뒤돌아보면 언제나 그랬듯
서있을 거야
우리 잠시라도 마주칠 때면
괜히 너의 눈을 피하게 돼
잘 몰랐었던 너의 작은 오해에도
하루 종일 고민했었어
널 좋아한다 말하고 집에 돌아가는 길에
너의 얼굴이 자꾸 떠올라
나도 몰래 설레였어
누구보다 널 위해 많이 노력하고 있어
뒤돌아보면 언제나 그랬듯
서있을 거야
아마도 많이 달라졌었겠지
네가 없었다면 나는 지금 어땠을까
우리 조금 달랐을까
좋아한다 말하고 집에 돌아가는 길에
너의 얼굴이 자꾸 떠올라
나도 몰래 설레였어
누구보다 널 위해 많이 노력하고 있어
뒤돌아보면 언제나 그랬듯
서있을 거야",1613606400,357,248076.0,0.229,51.0,힙합,0.0,100.0,1.439075122,1.8596491228070176,중급
별 보러 가자,적재,46,2017/03/09 0:00,0.631,0.529,0.363,-9.998,0.0279,66.942,"찬 바람이 조금씩 불어오면은
밤 하늘이 반짝이더라
긴 하루를 보내고
집에 들어가는 길에
네 생각이 문득 나더라
어디야 지금 뭐 해
나랑 별 보러 가지 않을래
너희 집 앞으로 잠깐 나올래
가볍게 겉옷 하나
걸치고서 나오면 돼
너무 멀리 가지 않을게
그렇지만 네 손을 꼭 잡을래
멋진 별자리 이름은 모르지만
나와 같이 가줄래
찬 바람이 조금씩 불어 오면은
네 생각이 난 그렇게 나더라
긴 하루 끝 고요해진
밤거리를 걷다
밤 하늘이 너무 좋더라
어디야 지금 뭐해
나랑 별 보러 가지 않을래
어디든 좋으니 나와 가줄래
네게 하고 싶었던
말이 너무도 많지만
너무 서두르지 않을게
그치만 네 손을 꼭 잡을래
멋진 별자리 이름은 모르지만
나와 같이 가줄래
너와 나의 걸음이
향해 가는 그곳이
어디 일진 모르겠지만
혼자였던 밤 하늘
너와 함께 걸으면
그거면 돼",1489017600,295,317531.0,0.308,48.0,발라드,0.0,100.0,0.929043149,1.4482758620689655,초급
Golden,키 (KEY) ,46,2024/09/23 0:00,0.184,0.723,0.771,-5.542,0.0703,130.02,"너의 따스한 색깔이
가득 채운 내 맘
젊은 우리의 날
한가운데 서 봐 Yeah

화면에 잘 담아줘
지금 이 순간 난
Golden in that light
가지고 싶은 빛
Um yeah

이제 서로 물드네 Ooh
추억으로 남을 오늘
쏟아지는 청춘은
Crazy amazing Ooh

함께 나눌 세상의 품
바라보며 마시는 숨 Yeah
달려볼래

우리 흩날리는
금빛의 공기
여기 저기
반짝임으로 퍼지면

숨을 쉴 때마다
느끼는 거지
Baby we’re golden
선명한 모습

가장 아름다운 색을 봐
남김없이 모두 채워가
사라지는 하루 속에 다
I think about you
I think about you
I think about you

모든 곳에 있지
눈을 감아 본
어둠 속에도 가득히
Every day
Every night
난 네게로 이어져 다시 만나겠지

작은 순간까지 모두
잊을 수가 없는 것들
쏟아지는 감정은
Crazy amazing Ooh

함께 닿을 세상의 끝
바라보며 마시는 숨 Yeah
달려볼래

우리 흩날리는
금빛의 공기
여기 저기
반짝임으로 퍼지면

숨을 쉴 때마다
느끼는 거지
Baby we’re golden
선명한 모습

가장 아름다운 색을 봐
남김없이 모두 채워가
사라지는 하루 속에 다
I think about you
I think about you
I think about you

믿을 수 없을 만큼
환한 미소가
눈을 마주치며 가까워져 갈 거야

사라지는 소리들
멈춰버린 시간 속
너와 나 Come up golden

우리 흩날리는
금빛의 공기
여기 저기
반짝임으로 남길

숨을 쉴 때마다
느끼는 거지
Baby we’re golden

우리 흩날리는
사랑의 온기
여기 저기
따스함으로 퍼지고

더욱 밝아오는
내일에 웃지
Baby we’re golden
기억해 모두

가장 아름다운 색을 봐
남김없이 모두 채워가
사라지는 하루 속에 다
I think about you
I think about you
I think about you",1727049600,715,188106.0,0.686,55.0,k-pop,39.16083916,60.83916084,3.801048345,2.3867924528301887,고급
Going Up,키 (KEY) ,46,2024/09/23 0:00,0.249,0.816,0.689,-7.246,0.0548,110.012,"Sweat down my body
차갑게 멎을 듯한 숨
무너져버린
경계 너머 너를 깨워 For me
We’re going up

Do-do-doo, do-do-doo
Do-do do Oh
We’re going up
Do-do-doo, do-do-doo
Do-do do, ooh oh uh

허공을 헤매이던
흐릿해지는 시선
겹쳐진 실루엣
분명히 너인 듯해
Come close
손을 뻗어
Don’t let go
어질러버린 꿈
또 뒤바뀐 Place
반복되는 Mistakes
잔뜩 엉망이 된 채 Fallin’

Sweat down my body
차갑게 멎을 듯한 숨
무너져버린
경계 너머 너를 깨워 For me
We’re going up

Do-do-doo, do-do-doo
Do-do do Oh
We’re going up
Do-do-doo, do-do-doo
Do-do do, ooh oh uh

짙게 번져오는 혼돈
혼자 남겨진 이대론
쉽게 닿을 수가 없어
조금만 다가와줘 Closer

Sweat down my body
발버둥 쳐도 제자리
무뎌져 버린
감각들이 나를 끌어안지
We’re going up

Do-do-doo, do-do-doo
Do-do do Oh
We’re going up
Do-do-doo, do-do-doo
Do-do do, ooh oh uh",1727049600,459,170826.0,0.617,55.0,k-pop,67.75599129,32.24400871,2.68694461,3.1666666666666665,고급
예뻤어,DAY6 (데이식스) ,45,2017/02/06 0:00,0.0633,0.46,0.615,-3.472,0.0331,167.927,"지금 이 말이
우리가 다시
시작하자는 건 아냐
그저 너의
남아있던 기억들이
떠올랐을 뿐이야
정말 하루도 빠짐없이 너는
사랑한다 말해줬었지
잠들기 전에 또
눈 뜨자마자 말해주던 너
생각이 나 말해보는 거야
예뻤어
날 바라봐 주던 그 눈빛
날 불러주던 그 목소리
다 다
그 모든 게 내겐
예뻤어
더 바랄게 없는듯한 느낌
오직 너만이 주던 순간들
다 다
지났지만
넌 너무 예뻤어
너도 이제는
나와의 기억이
추억이 되었을 거야
너에게는
어떤 말을 해도 다
지나간 일일 거야
정말 한번도 빠짐없이 너는
나를 먼저 생각해줬어
아무 일 아니어도
미안해 고마워 해주던 너
생각이 나 말해보는 거야
예뻤어
날 바라봐 주던 그 눈빛
날 불러주던 그 목소리
다 다
그 모든 게 내겐
예뻤어
더 바랄게 없는듯한 느낌
오직 너만이 주던 순간들
다 다
지났지만
넌 너무 예뻤어
아직도 가끔 네 생각이 나
어렵게 전화를 걸어볼까
생각이 들 때도 많지만
Baby I know it's already over
아무리 원해도 너는 이제
이미 끝나버린 지난날의
한편의 영화였었단 걸
난 알아
마지막
날 바라봐 주던 그 눈빛
잘 지내라던 그 목소리
다 다
그마저도 내겐
예뻤어
내게 보여준 눈물까지
너와 가졌던 순간들은
다 다
지났지만
넌 너무 예뻤어",1486339200,441,283160.0,0.414,71.0,k-pop,5.215419501,94.7845805,1.557423365,1.6338028169014085,초급
Bye bye my blue,백예린 (Yerin Baek),45,2016/06/20 0:00,0.613,0.511,0.54,-6.726,0.114,87.704,"난 왜 니가 가진 것들을
부러워하는 걸까
감당하지도 못할 것들을
손에 꼭 쥐고서
여기서 무얼 얼만큼 더
나아지고픈 걸까
너도 똑같은 거 다 아는데
내가 이기적인 걸까
많이 가져도 난 아직 너 같진 않아
아픈 기억들 위로
매일 혼자 걸어 난
아플걸 알아도
자꾸 마음이 가나 봐
그래서 자꾸 네게 욕심을 내나 봐
나의 나의 나의 그대여
이름만 불러봐도 맘이 벅차요
난 더욱 더욱 더욱 크게 되어
널 가득 안고 싶고 그래요
하고 싶은 말을 하는 게 불안해서
너를 밀어내고서
불편하게 만들어
듣고 싶은 말이 너무나 많은데도
바라지를 못하고
마음 아프게 기다려
나의 나의 나의 그대여
이름만 불러봐도 맘이 벅차요
난 더욱 더욱 더욱 크게 되어
널 가득 안고 싶고 그래요",1466380800,259,203409.0,0.297,58.0,발라드,0.0,100.0,1.273296658,2.0416666666666665,중급
ERROR 405,JD1,45,2024/05/23 0:00,0.0155,0.698,0.956,-2.868,0.085,118.02,"(One, Two, Three, Four)

어색하지만 딛어봐 First step
눈에 들어오네 너
At first sight
아무렇지 않게 대할 테야
묘한 데이터 Drop
맘대로 되지를 않지

띵 하고 울려버린
Main Board 소리
첨 보는 Type이야 너
너를 알고 싶어 진다

Hey, 나를 사로잡은 기분 뭔데
Oh, 어딘가에 오류가 난 것 같아
왜 너를 보면 설레이냐구
난 정말 알고파
너의 Data Data Data

Data Data Data Data
Error Code is 405
Data Data Data Data
Error Code is 405 Yeah

데굴 데굴 데굴 (눈 돌아가)
아무 데로 튀는 (설정 값)
지금 이거는
겪어본 적 없는 신호
아무렇지 않게 대할 테야
묘한 데이터 Drop
맘대로 되지를 않지

띵 하고 울려버린
Main Board 소리
첨 보는 Type이야 너
너를 알고 싶어 진다

Hey, 나를 사로잡은 기분 뭔데
Oh, 어딘가에 오류가 난 것 같아
왜 너를 보면 설레이냐구
난 정말 알고파
너의 Data Data Data

널 Welcome to my heart
긴장돼 휴
뛰어 맘이, Traffic 올라가
난 지금부터 널
공부할 테니 널 더 열어줘
숨김없이 다
(One, Two, Three, Four)

Hey, 나를 사로잡은 기분 뭔데
Oh, 어딘가에 오류가 난 것 같아
왜 너를 보면 설레이냐구
난 정말 알고파
너의 Data Data Data

Data Data Data Data
Error Code is 405
Data Data Data Data
Error Code is 405 Yeah",1716422400,576,168293.0,0.652,42.0,k-pop,48.75886525,51.24113475,3.422602247,2.185185185185185,중급
