title,artist,popularity,release_date,acousticness,danceability,energy,loudness_db,vocalness,tempo_bpm,lyrics,release_date_int,lyrics_length,duration_ms,valence,artist_popularity,specific_genres,english_ratio,korean_ratio,dps,difficulty_level,difficulty_level_category
부모님 관람불가,BOYNEXTDOOR,66,2024/09/09 0:00,0.0144,0.908,0.715,-4.448,0.0991,109.98,"Everybody be quiet
Mom and dad should not hear this song
You need to put on earphones
I'm sure you'll all agree bro
건강하게만 커 please son
어릴 땐 그게 다라더니 원
할머니께 들었지
너네 아빠도 어렸을 때 다를 게 없지 뭐

폰은 비행기 모드하고
다 같이 내 flex and chill
통금 오늘만 4am
제대로 놀 준비 됐지? Singing!
다 같이 돌자 동네 한 바퀴
하여튼간 못 속여 엄마 아빠 피
모 아니면 도 분위긴 like 한가위
혼자는 무서우니까 같이 놀아 낮까지

When you coming home
Wait a minute
When you coming, son
Dad, I’ll be ten minutes
Where are you now?
거의 집 앞이라 말하고서 농땡이 피우지
Alright
우린 철부지
Tonight
어디로 튈지 몰라
I never cross the line, trust me
(고객님의 전화기가 꺼져 있어)
Sorry

Watch out, we pop out
Let's fill up some dopamine
장난 혹은 방황
Please don't tell my mom and daddy
철이 없었어
오늘도 날샜어
나 어린 걸 무기로 삼아 추억이나 쌓을게

아빠 지갑에는 손 댄 적 없지만
아빠 명품 옷을 걸친 적은 있어
어릴 적 혼날 때 엄마 잔소리 안 듣고
방바닥 무늬를 세어 본 적도 있어
친구한테 부모님이 늦게 자서
조금 늦을 것 같으니 기다려달라 해
빼 도어락 건전지
지갑 두고 왔네 아 내 정신

When you coming home
Wait a minute
When you coming, son
Dad, I’ll be ten minutes
Where are you now?
거의 집 앞이라 말하고서 농땡이 피우지
Alright
우린 철부지
Tonight
어디로 튈지 몰라
I never cross the line, trust me
(오빠, 엄마 진짜 화났어)
So what?

Watch out, we pop out
Let's fill up some dopamine
장난 혹은 방황
Please don't tell my mom and daddy
날은 저물었어
갈 길은 멀었어
옥상을 아지트 삼아 아침을 반겨",1725840000,844,143773.0,0.618,69.0,k-pop,58.83748517,41.16251483,5.870365089,1.9523809523809523,중급
Way Back Home,숀 (SHAUN),66,2018/06/27 0:00,0.405,0.745,0.739,-4.591,0.0327,99.913,"멈춘 시간 속
잠든 너를 찾아가
아무리 막아도
결국 너의 곁인 걸
길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home
아무리 힘껏 닫아도
다시 열린 서랍 같아
하늘로 높이 날린 넌
자꾸 내게 되돌아와
힘들게 삼킨 이별도
다 그대로인 걸
oh oh oh
수없이 떠난 길 위에서
난 너를 발견하고
비우려 했던 맘은 또
이렇게 너로 차올라
발걸음의 끝에
늘 니가 부딪혀
그만
그만
멈춘 시간 속
잠든 너를 찾아가
아무리 막아도
결국 너의 곁인 걸
길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home
조용히 잠든 방을 열어
기억을 꺼내 들어
부서진 시간 위에서
선명히 너는 떠올라
길 잃은 맘 속에
널 가둔 채 살아
그만
그만
멈춘 시간 속
잠든 너를 찾아가
아무리 막아도
결국 너의 곁인 걸
길고 긴 여행을 끝내
이젠 돌아가
너라는 집으로
지금 다시
way back home
세상을 뒤집어
찾으려 해
오직 너로 완결된
이야기를
모든 걸 잃어도
난 너 하나면 돼
빛이 다 꺼진 여기
나를 안아줘
눈을 감으면
소리 없이 밀려와
이 마음 그 위로
넌 또 한 겹 쌓여가
내겐 그 누구도 아닌
니가 필요해
돌아와 내 곁에
그날까지
I’m not done",1530057600,427,214136.0,0.556,59.0,k-pop,11.2412178,88.7587822,1.99405985,2.0232558139534884,중급
에잇(Prod.&Feat. SUGA of BTS),아이유,66,2020/05/06 0:00,0.115,0.676,0.869,-1.573,0.0423,120.029,"So are you happy now
Finally happy now are you

뭐 그대로야 난
다 잃어버린 것 같아

모든 게 맘대로 왔다가 인사도 없이 떠나
이대로는 무엇도 사랑하고 싶지 않아
다 해질 대로 해져버린
기억 속을 여행해

우리는 오렌지 태양 아래
그림자 없이 함께 춤을 춰
정해진 이별 따위는 없어
아름다웠던 그 기억에서 만나
Forever young

우우우 우우우우 우우우 우우우우
Forever we young
우우우 우우우우
이런 악몽이라면 영영 깨지 않을게

섬 그래 여긴 섬 서로가 만든 작은 섬
예 음 forever young 영원이란 말은 모래성

작별은 마치 재난문자 같지
그리움과 같이 맞이하는 아침
서로가 이 영겁을 지나
꼭 이 섬에서 다시 만나

지나듯 날 위로하던 누구의 말대로 고작
한 뼘짜리 추억을 잊는 게 참 쉽지 않아
시간이 지나도 여전히
날 붙드는 그곳에

우리는 오렌지 태양 아래
그림자 없이 함께 춤을 춰
정해진 안녕 따위는 없어
아름다웠던 그 기억에서 만나

우리는 서로를 베고 누워
슬프지 않은 이야기를 나눠
우울한 결말 따위는 없어
난 영원히 널 이 기억에서 만나
Forever young

우우우 우우우우 우우우 우우우우
Forever we young
우우우 우우우우
이런 악몽이라면 영영 깨지 않을게",1588723200,472,167573.0,0.594,71.0,k-pop,21.39830508,78.60169492,2.816682879,2.088235294117647,중급
사랑을 했다 (LOVE SCENARIO),iKON,66,2018/01/25 0:00,0.331,0.806,0.707,-4.623,0.0307,118.009,"사랑을 했다 우리가 만나
지우지 못할 추억이 됐다
볼만한 멜로드라마
괜찮은 결말
그거면 됐다 널 사랑했다
우리가 만든 LOVE SCENARIO
이젠 조명이 꺼지고
마지막 페이지를 넘기면
조용히 막을 내리죠
에이 괜찮지만은 않아
이별을 마주한다는 건
오늘이었던 우리의 어제에
더는 내일이 없다는 건
아프긴 해도 더 끌었음
상처가 덧나니까 Ye
널 사랑했고 사랑 받았으니
난 이걸로 됐어
나 살아가면서 가끔씩 떠오를 기억
그 안에 네가 있다면 그거면 충분해
사랑을 했다 우리가 만나
지우지 못할 추억이 됐다
볼만한 멜로드라마
괜찮은 결말
그거면 됐다 널 사랑했다
우리가 만든 LOVE SCENARIO
이젠 조명이 꺼지고
마지막 페이지를 넘기면
조용히 막을 내리죠
갈비뼈 사이사이가 찌릿찌릿한 느낌
나 사랑받고 있음을
알게 해주는 눈빛
너에게 참 많이도 배웠다
반쪽을 채웠다
과거로 두기엔
너무 소중한 사람이었다
나 살아가면서 가끔씩 떠오를 기억
그 안에 네가 있다면 그거면 충분해
사랑을 했다 우리가 만나
지우지 못할 추억이 됐다
볼만한 멜로드라마
괜찮은 결말
그거면 됐다 널 사랑했다
네가 벌써 그립지만
그리워하지 않으려 해
한 편의 영화 따스했던 봄으로
너를 기억할게
우리가 만든 LOVE SCENARIO
이젠 조명이 꺼지고
마지막 페이지를 넘기면
조용히 막을 내리죠
우린 아파도 해봤고
우습게 질투도 했어
미친 듯이 사랑했고
우리 이 정도면 됐어
사랑을 했다
우리가 만나
그거면 됐다
널 사랑했다",1516838400,536,209648.0,0.746,60.0,k-pop,7.089552239,92.91044776,2.556666412,2.208791208791209,중급
Midnight Fiction,아일릿(ILLIT),66,2024/03/25 0:00,0.241,0.687,0.837,-5.722,0.0344,129.942,"하루의 끝 침대 위로 쓰러져
잠들기는 좀 아쉬워
감았던 눈을 살포시 다시 뜸 시작돼
My teenage dream

어느새 내 몸이 새가 된 듯 (fly away)
날개도 없이 떠올라
점 보다 작아진 집 it’s like a dot
바람의 소린 my favorite song

달빛도 잠든 사이
시작된 나의 story
끝없이 펼쳐지는
Midnight fiction

설렘이 가득하지
자그만 내 침대 위
엉뚱하지만 어때
Midnight fiction

Like a fantasy
Like a fantasy

미스터리 아포칼립스
로맨틱 코미디
전환되는 장르
Until the morning

우리집 강아지를 닮은 구름과 산책
그 다음은 우주로 잠수
Deeper and deeper yeah

소원을 빌어 원해 my Genie
내 맘대로 쓰는 scenario
작가도 주인공도 딱 only one
모든 게 나만의 teenage dream

달빛도 잠든 사이
시작된 나의 story
끝없이 펼쳐지는
Midnight fiction

설렘이 가득하지
자그만 내 침대 위
엉뚱하지만 어때
Midnight fiction

Like a fantasy
Like a fantasy

Like a dream 아득히
펼쳐진 장면 사이
아쉬워 ending credits
Ending credits

내일 아침
시작되는 story
It’d be sweet and tasty
Yeah so tasty

달콤한 꿈속까지
이어질 나의 story
끝없이 반짝이는
Midnight fiction

Ending이 없는 story
숨겨둬 새벽 사이
내일 또 찾아올게
Midnight fiction

Like a fantasy

꿈의 끝까지
Play with me
날아 저 멀리

Like a fantasy",1711324800,663,168104.0,0.824,76.0,k-pop,57.61689291,42.38310709,3.943987056,2.2142857142857144,고급
Bad Boy,Red Velvet (레드벨벳),66,2018/01/29 0:00,0.191,0.714,0.736,-3.801,0.0457,149.985,"Who dat who dat who dat boy
수많은 사람 속 눈에 띈
무심한 그 표정 I like that
내 호기심을 자극하지
Oh 시크한 스타일은 덤
입은 옷은 신경 쓴 듯 안 쓴 듯
관심 없는 말투 I like that
외면해 봐도 끌려
달라 도도한 날 웃게 하잖아
알잖아 요즘 내가 Hot ah ah
날 보는 시선 너도 느껴봐
홀린 듯 날 따라와
모두 환호해 너도 곧 Ooh ooh
Oh eh oh eh oh
아닌 척해도 넌 Ooh ooh
Oh eh oh eh oh
한 번 내기를 해볼까
너무 쉽겐 오지 마
재미없잖아 거기서 Ooh ooh
Oh eh oh eh oh
밀고 당겨볼까 Ooh ooh
Oh eh oh eh oh
시작할게 Bad boy down
Whoa whoa
지금부터 Bad boy down
Whoa whoa
잠깐 이리 와봐
너에게만 할 말이 있어
가까이 좀 와 고갤 숙여 키를 낮춰봐
다른 건 신경 쓰지 마
내 목소리에 집중해
상황은 좀 달라져
주위를 맴도는 내가 궁금해
너도 알게 될 거야 뭘까
알 거야 말해
이미 늦어버렸단 걸
맞아 사실 꽤나 자신 있어 난
지는 게임 하진 않아 Ha ah ah
벌써 반쯤은 넘어왔잖아
홀린 듯 날 따라와
모두 환호해 너도 곧 Ooh ooh
Oh eh oh eh oh
아닌 척해도 넌 Ooh ooh
Oh eh oh eh oh
한 번 내기를 해볼까
너무 쉽겐 오지 마
재미없잖아 거기서 Ooh ooh
Oh eh oh eh oh
밀고 당겨볼까 Ooh ooh
Oh eh oh eh oh
시작할게 Bad boy down
혼란스런 맘이겠지
상상조차 못할 거야
헤어나려 노력해도
어떤 작은 틈도 없어
정답은 정해져 있어
자연스럽게 넌 따라와
난 널 선택해 난 널 선택했어 이미
홀린 듯 날 따라와
모두 환호해 말했지 Ooh ooh
Oh eh oh eh oh
결관 항상 같아 Ooh ooh
Oh eh oh eh oh
거봐 내가 또 이겼어
너무 쉽겐 오지 마
재미없잖아 이제 넌 Ooh ooh
Oh eh oh eh oh
벗어날 수 없어 Ooh ooh
Oh eh oh eh oh
내겐 쉽지 Bad boy down",1517184000,728,210817.0,0.814,72.0,k-pop,41.48351648,58.51648352,3.45323195,2.2,중급
청춘찬가,세븐틴 (SEVENTEEN) ,66,2024/04/29 0:00,0.136,0.668,0.819,-3.668,0.0486,103.967,"어쩌다 보니 처음으로 마주하는 오늘이라서
사무치게 아픈 말 한마디에 내가 더 싫어도
신경 쓰지 말자
우리 목소리로 어디서라도 부르자
청춘찬가

1 2 1 2 3 4!

벨 소리가 울릴 때 겁이 나
심장이 먼저 놀라는 요즘
혼자 지내고 싶고 혼자 있기 싫고
나도 날 모르겠어

도대체 나의 행복은 어디 있나요
그 누구도 대답해 줄 수 없어
꺼진 폰 화면 속에 비친 내 모습 보며 말할래

오늘 집에 가는 길에 내게 수고했다고
마냥 쉽지 않았지만 나쁘지 않았다고
숨 막히는 세상 속에
작은 것 하나에 잠깐 웃었다고

어쩌다 보니 처음으로 마주하는 오늘이라서
사무치게 아픈 말 한마디에 내가 더 싫어도
신경 쓰지 말자
우리 목소리로 어디서라도 부르자
청춘찬가

나의
나의
나의
나의
나의
나의
날 감싸준 포근한 이불 이 사소한 따뜻함에
또 내일을 기다리면서 잠들게

내일 아침에 울리는 시끄러운 알람이
어제보단 조금만이라도 밉지 않기를
숨 막히는 세상 속에
이 모든 게 나라서 참 좋을 거야

어쩌다 보니 처음으로 마주하는 내일이라도
사무치게 아픈 말 한마디에 내가 더 싫어도
신경 쓰지 말자
우리 목소리로 어디서라도 부르자
청춘찬가",1714348800,405,191546.0,0.491,82.0,k-pop,0.0,100.0,2.114374615,1.8494623655913978,중급
To. X,태연 (TAEYEON),65,2023/11/27 0:00,0.396,0.835,0.587,-5.814,0.08,97.03,"처음 본 널 기억해
We skipped the small talk
바로 다음 단계였지 뭐
단점이라곤 없는 게 단점이라던
그 허세도 마냥 좋았어

하지만 내 일기가
재미없어진 이유
내가 없어진 나의
매일들은 허전해

좀 이상해 왜 둘 사이에
너만 너만 보이는 걸까
난 까다롭고 힘든 아이라
그런 피곤한 생각만 한대

오늘 나눈 문자 속에
새로 산 티셔츠
그 얘기뿐이야
이제야 난 알 것 같아
Gonna block you
불을 꺼 To. X

그 좋아했던 립스틱
싫단 말에 버린
널 좋아했던 만큼
다 맞추려 했어

‘나 아님 누가
그런 세상 안아주겠어’
그 말이 그땐 그리
달콤했던 거야 Oh no

새벽의 긴 통화도
이젠 피곤해졌어
Every day, every night
나로 채우고 싶어

좀 이상해 왜 둘 사이에
너만 너만 보이는 걸까
난 까다롭고 힘든 아이라
그런 피곤한 생각만 한대

오늘 나눈 문자 속에
새로 산 티셔츠
그 얘기뿐이야
이제야 난 알 것 같아
Gonna block you
불을 꺼 To. X

Gonna block you
불을 꺼 To. X

Say Bye
Gonna block you
불을 꺼 To. X

깜빡거리는
흔들거리는 Light
Gonna block you
불을 꺼 To. X

좀 이상해 왜 둘 사이에
너만 너만 보이는 걸까
(너만 보일까)
난 까다롭고 힘든 아이라
그런 피곤한 생각만 한대

오늘 나눈 문자 속에
(이제 불을 꺼)
새로 산 티셔츠
그 얘기뿐이야
이제야 난 알 것 같아
Gonna block you
불을 꺼 To. X

Gonna block you
불을 꺼 To. X",1701043200,546,170386.0,0.646,68.0,k-pop,30.4029304,69.5970696,3.204488632,1.5853658536585367,초급
Closer Than This,지민,65,2023/12/22 0:00,0.389,0.716,0.54,-5.951,0.0381,87.963,"너도 기억하니?
우리 첫 만남이
수줍고 어색했던 그때
문득 돌아보니
어느새 여기까지
함께 걸어왔던 거야
때론 넘어져 울기도 하고
서로의 어깰 토닥여 주고
눈물로 여울져 바라보며
서로의 이름을 불러줬지
6월 13일 그날부터
오늘의 지금까지 너와 난
Even if you're not here
같은 자리에 always
Don’t have to worry now
잠시 이 손을 놓지만, 작은 쉼표일 뿐인걸
Just call my name out loud
다시 보랏빛 물들 그날
‘Cause anytime you want me (I'll be)
Right here where you call me (I'll be)
I could never let you go
Never let you go
Whenever you need me (I'll be)
If you believe me (I'll be)
I'll never let you go
Never let you go
비가 내리면 비 맞으며 노래하던 그때를 기억할게
눈이 내리면 눈 맞으며 웃어주던 널 추억하며
다시 만날 봄날에 못다 한 얘길 전할게
My love, my babe 영원히 네 곁에
일곱은 하나 right 두근거려 지금도 하나의 마음
잠깐 눈을 감아 눈앞에 서 있을게 oh
Don’t have to worry now
잠시 이 손을 놓지만, 작은 쉼표일 뿐인걸
Just call my name out loud
다시 보랏빛 물들 그날
‘Cause anytime you want me (I'll be)
Right here where you call me (I'll be)
I could never let you go
Never let you go
Whenever you need me (I'll be)
If you believe me (I'll be)
I'll never let you go
Never let you go
하나 된 맘으로 두드리면
그 웃음으로 문을 열어줘
멈췄던 시간이 돌아오면
Baby I’ll come back to you
다 함께 부르자 이 노래
다시 하나 될 그날에
I could never let you go
Never let you go
더 크게 부르자 이 노래
다시 하나 될 수 있게
I'll never let you go
Never let you go
다 함께 부르자 이 노래
다시 하나 될 그날에
I could never let you go
Never let you go
더 크게 부르자 이 노래
다시 하나 될 수 있게
I'll never let you go
Never let you go",1703203200,918,223301.0,0.431,88.0,k-pop,62.84153005,37.15846995,4.111042942,1.641025641025641,초급
Like Crazy,지민,65,2023/03/26 0:00,0.0025,0.629,0.733,-5.445,0.0419,120.001,"She’s saying
Baby, 생각하지 마
There’s not a bad thing here tonight
Baby, 떠나도 좋아
있어 줘 오늘까지만
Watch me go
날 적셔 밤새도록 (away)
아침도
취해서 오지 않게
시끄러운 음악 속에
희미해진 나
드라마 같은 뻔한 story
익숙해져 가
네가 알던 나를 찾기엔 멀리 온 걸까?
Yeah I know
You know
I know
I’d rather be
Lost in the lights
Lost in the lights
I’m outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste
Give me a good ride
(Oh I’m fallin’)
It’s gon’ be a good night
(Oh I’m fallin’)
Forever you and I
거울 속에 비친 나
하염없이 미쳐가
I’m feelin’ so alive, wasting time
I’d rather be
Lost in the lights
Lost in the lights
I’m outta my mind
이 밤의 끝을 잡아줘
매일 밤
You spin me up high
너를 품은 달
Let me have a taste
Give me a good ride
(Oh I’m fallin’)
It’s gon’ be a good night
(Oh I’m fallin’)
Forever you and I
This will break me
This is gonna break me
No don’t you wake me
I wanna stay in this dream, don’t save me
Don’t you try to save me
I need a way we
I need a way we can dream on",1679788800,661,212241.0,0.362,88.0,k-pop,81.84568835,18.15431165,3.11438412,1.864864864864865,중급
Beautiful,Crush,65,2016/12/17 0:00,0.843,0.416,0.41,-6.146,0.0292,110.252,"it`s a beautiful life
난 너의 곁에 있을게
it`s a beautiful life
너의 뒤에 서 있을게
beautiful love
하늘아래 너와 있다면
숨쉬는 것만으로도 좋아
it`s a beautiful life
beautiful day
너의 기억에서 내가 살텐데
beautiful life beautiful day
내 곁에서 머물러줘
beautiful my love
beautiful your heart
it`s a beautiful life
it`s a beautiful life
it`s a beautiful life
언제나 널 지켜줄게
it`s a beautiful life
내게 기댈수가 있게
beautiful love
너의 눈물 너의 미소도
곁에서 함께 할 수 있도록
it`s a beautiful life
beautiful day
미치도록 널 사랑했었던 날
beautiful life beautiful day
너를 잃고 싶지 않아
beautiful my love
beautiful your heart
it`s a beautiful life
세상에 너와 닮은 추억이
또 덩그러니 내게 남겨져있어
너와의 기억 너와의 추억
it`s a sorrowful life
sorrowful day
슬픔을 이기지 못하는 내게
sorrowful life sorrowful day
내 곁에서 떠나지마
추억속에 내가 살지 않도록
it`s a beautiful life",1481932800,560,227583.0,0.219,65.0,발라드,69.64285714,30.35714286,2.460640733,2.05,중급
빨간 맛 (Red Flavor),Red Velvet (레드벨벳),65,2017/07/09 0:00,0.0409,0.709,0.917,-3.315,0.189,125.042,"빨간 맛 궁금해 Honey
깨물면 점점 녹아든 스트로베리 그 맛
코너 캔디 샵 찾아 봐 Baby
내가 제일 좋아하는 건 여름 그 맛
야자나무 그늘 아래 졸고 싶고
뜨거운 여름밤의 바람은 불고
너무 쉽게 사랑 빠져 버릴 나인틴
우린 제법 어울리고 또 멋져
좋아 첫눈에 반해 버린
네가 자꾸만 생각나
내 방식대로 갈래
빨간 맛 궁금해 Honey
깨물면 점점 녹아든 스트로베리 그 맛
코너 캔디 샵 찾아 봐 Baby
내가 제일 좋아하는 건 여름 그 맛
일곱 개의 무지갯빛 문을 열어
너의 세상은 짜릿해 멋있어
태양보다 빨간 네 사랑의 색깔
내가 가질래 내 멋대로 할래
날 봐 넌 뭘 생각하는데
오늘 뭘 할 수 있을까
내 맘대로 상상해
빨간 맛 궁금해 Honey
깨물면 점점 녹아든 스트로베리 그 맛
코너 캔디 샵 찾아 봐 Baby
내가 제일 좋아하는 건 여름 그 맛
복숭아 주스 스윗 앤 사워 믹스 Mood
네게 주고픈 칵테일을 Brew RED
귓속이 쨍 코가 맹
상상 그 이상 기분 Up and bang RED
Bet you wanna
bet you wanna dance like this
외쳐보자 좋아해요 솔직히
긴장해 땀이 뚝뚝 귀엽지
사랑에 빠져 그을려 우린 RED RED Ah
말 안 해도 알아주면 안 돼
내 맘은 더 커져 가는데
다 흘려버린 아이스크림같이
이러다 녹을지 몰라
그러니 말해 그래 그래 말해
그러니 말해 그래 그래 말해
너의 색깔로
날 물들여줘 더 진하게 강렬하게
빨간 맛 궁금해 Honey
깨물면 점점 녹아든 스트로베리 그 맛
코너 캔디 샵 찾아 봐 Baby
내가 제일 좋아하는 건 여름 그 맛
내가 제일 좋아하는 건 여름의 너",1499558400,570,191139.0,0.515,72.0,k-pop,17.89473684,82.10526316,2.982122958,1.7714285714285714,초급
내가 S면 넌 나의 N이 되어줘,TWS (투어스),64,2024/06/24 0:00,0.0991,0.789,0.832,-3.248,0.111,118.039,"내가 S면 넌 나의 N이 되어줘
어떤 순간에도 너를 찾을 수 있게
반대가 끌리는 천만번째 이유를
내일의 우리는 알지도 몰라

오늘따라 왠지 말이 꼬여
성을 빼고 부르는 건 아직 어색해 (지훈아..!)
너와 나 우리 모여보니까
같은 색 더듬이가 자라나

창문 너머의 춤을 따라 추고 싶어
좋아하는 걸 함께 좋아하고 싶어
왼쪽으로 Slide 한번 Poppin'
몸이 붕 뜨는 이 기분 Whoo!

‘우리’라는 말에 자석이 있는 걸까
내 맘이 자꾸 너에게 가려고 해

내가 S면 넌 나의 N이 되어줘
어떤 순간에도 너를 찾을 수 있게
반대가 끌리는 천만번째 이유를
내일의 우리는 알지도 몰라

느낌이 와 Right now
10m 위에 너 있나?
날 당겨 (Whoa- Whoa-)
눈인사로 Say Hello
나도 모르게 너의 앞에서
손을 내밀어버린 거야

둥그렇게 앉아서 서로를 바라볼 때
눈에 비친 우리의 모습을 좋아해
N과 S 우리는 캐스터네츠
하나가 되는 이 기분 Whoo!

‘우리’라는 말에 자석이 있는 걸까
내 맘이 자꾸 너에게 가려고 해

내가 S면 넌 나의 N이 되어줘
어떤 순간에도 너를 찾을 수 있게
반대가 끌리는 천만번째 이유를
내일의 우리는 알지도 몰라

너와 나 표현이 서툴러 티격태격하고
토라지는 날이 온다해도 좋아
맞아, 우린 언제나
서로의 곁에 있잖아
지금 이 순간도

내가 S면 넌 나의 N이 되어줘
이 말 한마디가 너무 어려웠지만
너의 이름조차 내겐 특별하니까
오직 너에게만 말할게
널 마주 보고서

반대 반대 반대 반대
반대 반대가 끌린 이유는
어떤 순간에도 우린 하나이니까
그거면 충분해 난
있잖아 오늘부터
내가 S면 넌 나의 N이 되어줘",1719187200,568,168026.0,0.884,61.0,k-pop,9.893992933,90.10600707,3.380429219,1.7864077669902914,초급
"눈, 코, 입",태양,64,2014/06/03 0:00,0.736,0.63,0.516,-5.759,0.0379,143.786,"미안해 미안해 하지마
내가 초라해지잖아
빨간 예쁜 입술로
어서 나를 죽이고 가
나는 괜찮아
마지막으로 나를 바라봐줘
아무렇지 않은 듯 웃어줘
네가 보고 싶을 때
기억할 수 있게
나의 머릿속에 네 얼굴
그릴 수 있게
널 보낼 수 없는 나의 욕심이
집착이 되어 널 가뒀고
혹시 이런 나 땜에 힘들었니
아무 대답 없는 너
바보처럼 왜
너를 지우지 못해
넌 떠나버렸는데
너의 눈 코 입
날 만지던 네 손길
작은 손톱까지 다
여전히 널 느낄 수 있지만
꺼진 불꽃처럼
타들어가버린
우리 사랑 모두 다
너무 아프지만 이젠 널
추억이라 부를게
사랑해 사랑했지만
내가 부족했었나 봐
혹시 우연이라도
한순간만이라도 널
볼 수 있을까
하루하루가 불안해져
네 모든 게 갈수록 희미해져
사진 속에 너는 왜
해맑게 웃는데
우리에게 다가오는
이별을 모른 채
널 보낼 수 없는 나의 욕심이
집착이 되어 널 가뒀고
혹시 이런 나 땜에 힘들었니
아무 대답 없는 너
바보처럼 왜
너를 지우지 못해
넌 떠나버렸는데
너의 눈 코 입
날 만지던 네 손길
작은 손톱까지 다
여전히 널 느낄 수 있지만
꺼진 불꽃처럼
타들어가버린
우리 사랑 모두 다
너무 아프지만 이젠 널
추억이라 부를게
나만을 바라보던 너의 까만 눈
향기로운 숨을 담은 너의 코
사랑해 사랑해
내게 속삭이던 그 입술을 난
너의 눈 코 입
날 만지던 네 손길
작은 손톱까지 다
모두 다
여전히 널 느낄 수 있지만
널 느낄 수 있지만
꺼진 불꽃처럼
타들어가버린
우리 사랑 모두 다
너무 아프지만 이젠 널
추억이라 부를게",1401753600,524,229989.0,0.254,64.0,힙합,0.0,100.0,2.278369835,2.0185185185185186,중급
7시에 들어줘 (Feat. Peder Elias),부석순 (SEVENTEEN),64,2023/02/06 0:00,0.0354,0.833,0.555,-5.18,0.0566,120.006,"알려줘 너의 오늘
찌뿌둥했던 아침부터
만원에 놓친 Bus
Taxi를 타야만 했었던
Rush hour
너의 표정 알고 싶어
산더미처럼 쌓인 일과 사람 관계
밥 먹고 나면 스르르 눈 감기는
너의 모습 궁금 너의 하루가 궁금해
좀처럼 마음대로 되지 않는 일들을
수학 문제처럼 풀지 못해도
우리 사이의 공식이 여기 있어 바로
7시에 만나 약속 장소 한강
달이 오기 전에 너랑 나 꼭 만나
우리 공식 답이 여기 우리 눈앞에 있잖아
긴 긴 하루 지나 우리 둘이 만나
농담거리에 지친 하루를 한잔
밤이 너무 빨리 온다
시간아 멈춰라
Be here with me
I’m tryna stay afloat but I’m in deep
Oh I’m so tired I can’t even sleep
Oh and I never prioritize my wants and needs
So it goes, on and on, just like a melody
And I keep saying okay
I never listen to my own heart
I do whatever they say
while looking like you’re happy as hell oh I
I really hope that you feel the same oh I tonight
Come meet me at seven
And stay ‘til eleven
But won’t go to bed then
Cause this feels like heaven
Yeah it’s true tho
Kinda cool so
Let’s just stay right here tonight
At seven in my house
We’ll sing both our lungs out
And dance to the moonlight
Cause everything feels right
Been a long day
But it’s okay
Cause at seven you will be
Be here with me",1675641600,740,195133.0,0.731,61.0,k-pop,74.28958051,25.71041949,3.792285262,1.62,초급
뱅뱅뱅 (BANG BANG BANG),BIGBANG (빅뱅),64,2016/12/13 0:00,0.0167,0.69,0.843,-2.949,0.0534,135.01,"난 깨어나 까만 밤과 함께
다 들어와 담엔 누구 차례
한 치 앞도 볼 수 없는 막장 게릴라
경배하라 목청이 터지게
찌질한 분위기를 전환해
광기를 감추지 못하게 해
남자들의 품위 여자들의 가식
이유 모를 자신감이 볼만해
난 보란 듯이 너무나도 뻔뻔히
니 몸속에 파고드는 알러지
이상한 정신의 술렁이는 천지
오늘 여기 무법지
난 불을 질러
심장을 태워
널 미치게 하고 싶어
B I G Yea we bang like this
모두 다 같이
총 맞은 것처럼
BANG BANG BANG
BANG BANG BANG
빵야 빵야 빵야
BANG BANG BANG
BANG BANG BANG
빵야 빵야 빵야
다 꼼짝 마라 다 꼼짝 마
다 꼼짝 마라 다 꼼짝 마
오늘 밤 끝장 보자 다 끝장 봐
오늘 밤 끝장 보자
빵야 빵야 빵야
널 데려가 지금 이 순간에
새빨간 저 하늘이 춤출 때
돌고 돌아 너와 나 이곳은 Valhalla
찬양하라 더 울려 퍼지게
We go hard 불침번
밤새 달려 축지법
이 노래는 꼭지점
신이나 불러라 신점
큰 비명소리는 마성의 멜로디
검은 독기의 연결 고리
사방 팔방 오방 가서 푸는 고삐 whoo
난 불을 질러
네 심장을 태워
널 미치게 하고 싶어
B I G Yea we bang like this
모두 다 같이
총 맞은 것처럼
BANG BANG BANG
BANG BANG BANG
빵야 빵야 빵야
BANG BANG BANG
BANG BANG BANG
빵야 빵야 빵야
다 꼼짝 마라 다 꼼짝 마
다 꼼짝 마라 다 꼼짝 마
오늘 밤 끝장 보자 다 끝장 봐
오늘 밤 끝장 보자
빵야 빵야 빵야
Ready or not
Yea we don't give a what
Ready or not
Yea we don't give a what
Let’s go 남자들은 위로
여자들은 get low
당겨라 bang bang bang
let the bass drum go
남자들은 위로
여자들은 get low
당겨라 bang bang bang
let the bass drum go
let the bass drum go
let the bass drum go
bang bang bang
bang bang bang
let the bass drum go
bang bang bang
bang bang bang
let the bass drum go",1481587200,817,220177.0,0.428,68.0,k-pop,48.71481028,51.28518972,3.710650976,2.18348623853211,중급
